ZipCode,PrimaryRecord,Population,HouseholdsPerZipcode,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,MedianAge,MedianAgeMale,MedianAgeFemale,Latitude,Longitude,Elevation,State,StateFullName,CityType,CityAliasAbbreviation,AreaCode,City,CityAliasName,County,CountyFIPS,StateFIPS,TimeZone,DayLightSaving,MSA,PMSA,CSA,CBSA,CBSA_DIV,CBSA_Type,CBSA_Name,MSA_Name,PMSA_Name,Region,Division,MailingName,NumberOfBusinesses,NumberOfEmployees,BusinessFirstQuarterPayroll,BusinessAnnualPayroll,BusinessEmploymentFlag,GrowthRank,GrowingCountiesA,GrowingCountiesB,GrowthIncreaseNumber,GrowthIncreasePercentage,CBSAPopulation,CBSADivisionPopulation,CongressionalDistrict,CongressionalLandArea,DeliveryResidential,DeliveryBusiness,DeliveryTotal,PreferredLastLineKey,ClassificationCode,MultiCounty,CSAName,CBSA_Div_Name,CityStateKey,PopulationEstimate,LandArea,WaterArea,CityAliasCode,CityMixedCase,CityAliasMixedCase,BoxCount,SFDU,MFDU,StateANSI,CountyANSI,ZIPIntroDate,AliasIntroDate,FacilityCode,UniqueZIPName,CityDeliveryIndicator,CarrierRouteRateSortation,FinanceNumber
06611,P,34267,12168,32205,653,926,815,6,38,242,16479,17788,2.82,260500,79446,40.3,39.4,41.1,41.261696,-73.20786,9,CT,Connecticut,B,,203,TRUMBULL,TRUMBULL,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,962,17342,224828,792028, ,0,0,0,0,0,899152,0,03|04,459.15|456.94,12994,721,14446,V20720, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20720,36643,23.31,0.19,,Trumbull,Trumbull,266,11559,534,9,1,<2004-10,<2004-10,B,,Y,D,80578
06650, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1895,-73.1284,9,CT,Connecticut,N,,203,BRIDGEPORT,STRATMAR FULFILLMENT CORP,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,N,0,0,0,0,,0,0,0,0,0,899152,0,,,0,0,0,V20069, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20687,0,0,0,B,Bridgeport,Stratmar Fulfillment Corp,0,0,0,9,1,<2004-10,<2004-10,N,,Y,C,80578
06673,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1667,-73.2054,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,0,0,0,0,,0,0,0,0,0,899152,0,,,0,0,304,V20069,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,0,0,0,B,Bridgeport,Bridgeport,0,0,0,9,1,<2004-10,<2004-10,P,,N,C,80578
06673, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1667,-73.2054,9,CT,Connecticut,N,,203,BRIDGEPORT,PROMOTION MARKETING SER INC,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,N,0,0,0,0,,0,0,0,0,0,899152,0,,,0,0,304,V20069,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20540,0,0,0,B,Bridgeport,Promotion Marketing Ser Inc,0,0,0,9,1,<2004-10,<2004-10,N,Y,N,C,80578
06699,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1667,-73.2054,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,0,0,0,0,,0,0,0,0,0,899152,0,,,0,1,299,V20069,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,0,0,0,G,Bridgeport,Bridgeport,0,0,0,9,1,<2004-10,<2004-10,P,,N,C,80578
06612,P,7272,2511,7035,16,128,147,1,3,30,3522,3750,2.95,455700,125557,40.4,40.6,40.3,41.276709,-73.305702,9,CT,Connecticut,B,,203,EASTON,EASTON,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,152,624,4833,25676, ,0,0,0,0,0,899152,0,4,456.94,2678,28,3771,V20207, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20207,7900,27.5,1.24,,Easton,Easton,69,2678,0,9,1,<2004-10,<2004-10,B,,Y,D,80578
06614,P,32198,13225,29982,991,1533,427,5,39,414,15088,17110,2.47,170000,57489,42.1,40.2,44.1,41.230203,-73.1248,9,CT,Connecticut,B,,203,STRATFORD,STRATFORD,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,449,4775,34340,142927, ,0,0,0,0,0,899152,0,03|04,459.15|456.94,13055,601,13634,V20685, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20685,32245,11.05,0.1,,Stratford,Stratford,0,12213,604,9,1,<2004-10,<2004-10,B,,Y,D,80578
06615,P,17778,7372,12379,3901,1866,273,12,43,657,8451,9327,2.54,141200,47047,37.2,36.1,38.4,41.173882,-73.136492,9,CT,Connecticut,B,,203,STRATFORD,STRATFORD,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,584,8885,89942,388986, ,0,0,0,0,0,899152,0,03|04,459.15|456.94,7077,909,9051,V20685, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20685,17975,6.62,0.05,,Stratford,Stratford,495,6059,727,9,1,<2004-10,<2004-10,B,,Y,D,80578
06650,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1895,-73.1284,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,0,0,0,0,,0,0,0,0,0,899152,0,,,0,0,0,V20069, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,0,0,0,,Bridgeport,Bridgeport,0,0,0,9,1,<2004-10,<2004-10,P,,Y,C,80578
06699, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1667,-73.2054,9,CT,Connecticut,N,,203,BRIDGEPORT,CONTROLLED DISTRIBUTION,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,N,0,0,0,0,,0,0,0,0,0,899152,0,,,0,1,299,V20069,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20138,0,0,0,G,Bridgeport,Controlled Distribution,0,0,0,9,1,<2004-10,<2004-10,N,Y,N,C,80578
6784,P,3939,1660,3836,21,67,27,3,1,24,1926,2013,2.66,253000,75426,42,42.2,41.9,41.592224,-73.491172,9,CT,Connecticut,P,,860,SHERMAN,SHERMAN,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,69,345,3042,13163, ,0,0,0,0,0,899152,0,5,1247.6,1622,26,1981,V20600, ,Y,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20600,4314,22.86,1.56,,Sherman,Sherman,244,1622,0,9,1,<2004-10,<2004-10,P,,N,D,86936
6804, ,16111,5940,15324,128,403,412,0,11,107,7838,8273,2.8,247600,82838,39.1,38.6,39.5,41.467638,-73.387889,9,CT,Connecticut,N,,203,BROOKFIELD,BROOKFLD CTR,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,664,7351,64100,272305, ,0,0,0,0,0,899152,0,5,1247.6,6323,669,7846,V20081, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20084,17704,20.29,0,A,Brookfield,Brookfld Ctr,442,5460,447,9,1,<2004-10,<2004-10,N,,N,D,80714
6807,P,6751,2707,6058,23,329,526,2,5,46,3267,3484,2.58,611400,94066,39.5,38.9,40.1,41.059566,-73.590086,9,CT,Connecticut,P,,203,COS COB,COS COB,FAIRFIELD,1,9,5,Y,,,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",,,Northeast,New England,Y,243,1677,15296,74828, ,0,0,0,0,0,899152,0,4,456.94,2746,238,3696,V20144, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20144,7084,3.12,0.1,,Cos Cob,Cos Cob,144,2591,65,9,1,<2004-10,<2004-10,P,,Y,D,81564
6810,P,44961,17330,32046,3133,9474,2620,16,149,4761,22717,22244,2.66,163200,46116,33.6,32.6,34.8,41.378688,-73.472131,9,CT,Connecticut,P,,203,DANBURY,DANBURY,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,1769,39330,491817,1961594, ,0,0,0,0,0,899152,0,05|04,1247.60|456.94,18546,2272,20795,V20151, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20151,49332,21.46,0.27,,Danbury,Danbury,0,13039,3496,9,1,<2004-10,<2004-10,P,,Y,D,81666
6811,P,29492,11052,24457,1918,2290,1442,10,65,881,13777,15715,2.6,203100,66979,37.6,36.8,38.1,41.42384,-73.479174,9,CT,Connecticut,P,,203,DANBURY,DANBURY,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,632,0,0,0,i,0,0,0,0,0,899152,0,5,1247.6,11505,632,14101,V20151, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20151,29913,20.42,0.86,,Danbury,Danbury,0,8988,605,9,1,<2004-10,<2004-10,P,,Y,D,81666
6816,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3948,-73.4544,9,CT,Connecticut,P,,203,DANBURY,DANBURY,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,5,19,209,1582, ,0,0,0,0,0,899152,0,,,0,0,0,V20151,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20151,0,0,0,B,Danbury,Danbury,0,0,0,9,1,<2004-10,<2004-10,P,,N,D,81666
6816, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3948,-73.4544,9,CT,Connecticut,N,,203,DANBURY,GROLIER ENTRPRZ INC,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,N,5,19,209,1582, ,0,0,0,0,0,899152,0,,,0,0,0,V20151,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20266,0,0,0,B,Danbury,Grolier Entrprz Inc,0,0,0,9,1,<2004-10,<2004-10,N,Y,N,D,81666
6817,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3948,-73.4544,9,CT,Connecticut,P,,203,DANBURY,DANBURY,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,12,132,2458,9023, ,0,0,0,0,0,899152,0,,,0,0,0,V20151,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20151,0,0,0,B,Danbury,Danbury,0,0,0,9,1,<2004-10,<2004-10,P,,N,D,81666
6817, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3948,-73.4544,9,CT,Connecticut,N,,203,DANBURY,UNION CARBIDE CORP,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,N,12,132,2458,9023, ,0,0,0,0,0,899152,0,,,0,0,0,V20151,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20730,0,0,0,B,Danbury,Union Carbide Corp,0,0,0,9,1,<2004-10,<2004-10,N,Y,N,D,81666
6824,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.17451,-73.284305,9,CT,Connecticut,P,,203,FAIRFIELD,FAIRFIELD,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,329,3986,49015,199594, ,0,0,0,0,0,899152,0,4,456.94,11562,1042,13118,V20221, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20221,30912,0,0,,Fairfield,Fairfield,224,11068,134,9,1,<2004-10,<2004-10,P,,Y,D,82550
6825,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.196335,-73.244392,9,CT,Connecticut,P,,203,FAIRFIELD,FAIRFIELD,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,192,2347,18645,81481, ,0,0,0,0,0,899152,0,4,456.94,7485,584,8968,V20221, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20221,19927,0,0,,Fairfield,Fairfield,194,7052,239,9,1,<2004-10,<2004-10,P,,Y,D,82550
6828,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.21835,-73.25173,9,CT,Connecticut,P,,203,FAIRFIELD,FAIRFIELD,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,2,0,0,0,c,0,0,0,0,0,899152,0,,,0,1,195,V20221,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20221,0,0,0,B,Fairfield,Fairfield,0,0,0,9,1,<2004-10,<2004-10,P,,Y,D,82550
6828, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.21835,-73.25173,9,CT,Connecticut,N,,203,FAIRFIELD,GENERAL ELECTRIC,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,N,2,0,0,0,c,0,0,0,0,0,899152,0,,,0,1,195,V20221,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20246,0,0,0,B,Fairfield,General Electric,0,0,0,9,1,<2004-10,<2004-10,N,Y,Y,D,82550
6829,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2557,-73.4353,9,CT,Connecticut,Z,,203,GEORGETOWN,GEORGETOWN,FAIRFIELD,1,9,5,Y,,,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",,,Northeast,New England,Y,53,297,2637,11505, ,0,0,0,0,0,899152,0,,,0,0,453,V20247,P,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20247,0,0,0,,Georgetown,Georgetown,246,0,0,9,1,<2004-10,<2004-10,P,,N,C,82754
6836,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0266,-73.6287,9,CT,Connecticut,Z,,203,GREENWICH,GREENWICH,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,Y,24,524,64486,84585, ,0,0,0,0,0,899152,0,,,0,0,870,V20262,P,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20262,0,0,0,,Greenwich,Greenwich,416,0,0,9,1,<2004-10,<2004-10,P,,Y,C,83060
6838,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1216,-73.321,9,CT,Connecticut,Z,,203,GREENS FARMS,GREENS FARMS,FAIRFIELD,1,9,5,Y,,,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",,,Northeast,New England,Y,1,0,0,0,c,0,0,0,0,0,899152,0,,,0,0,354,V20260,P,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20260,0,0,0,,Greens Farms,Greens Farms,217,0,0,9,1,<2004-10,<2004-10,P,,N,C,83026
6840,P,19402,7143,18482,203,338,445,1,8,73,9253,10149,2.83,830300,141592,40.2,39.5,40.7,41.162414,-73.502092,9,CT,Connecticut,P,,203/860,NEW CANAAN,NEW CANAAN,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,Y,702,5819,100289,382004, ,0,0,0,0,0,899152,0,4,456.94,7036,604,8287,V20418, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20418,19911,22.17,0.35,,New Canaan,New Canaan,342,6507,245,9,1,<2004-10,<2004-10,P,,Y,D,84658
6850,P,17593,7291,14021,1877,1951,777,7,27,499,8631,8962,2.46,278900,60031,37.6,36.4,38.9,41.126856,-73.440972,9,CT,Connecticut,P,,203/860,NORWALK,NORWALK,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,Y,515,11507,127660,502205, ,0,0,0,0,0,899152,0,4,456.94,7215,576,8063,V20478, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20478,17748,6.4,0.04,,Norwalk,Norwalk,0,5339,742,9,1,<2004-10,<2004-10,P,,Y,D,85406
6801,P,18015,6631,16644,228,665,637,7,28,197,8784,9231,2.76,219400,68979,37.1,36.3,37.7,41.38183,-73.392979,9,CT,Connecticut,P,,203,BETHEL,BETHEL,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,544,6935,83872,336693, ,0,0,0,0,0,899152,0,04|05,456.94|1247.60,7083,627,8442,V20044, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20044,19549,16.59,0.09,,Bethel,Bethel,282,6141,685,9,1,<2004-10,<2004-10,P,,Y,D,80374
6804,P,16111,5940,15324,128,403,412,0,11,107,7838,8273,2.8,247600,82838,39.1,38.6,39.5,41.467638,-73.387889,9,CT,Connecticut,P,,203,BROOKFIELD,BROOKFIELD,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,664,7351,64100,272305, ,0,0,0,0,0,899152,0,5,1247.6,6323,669,7846,V20081, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20081,17704,20.29,0,,Brookfield,Brookfield,442,5460,447,9,1,<2004-10,<2004-10,P,,N,D,80714
6804, ,16111,5940,15324,128,403,412,0,11,107,7838,8273,2.8,247600,82838,39.1,38.6,39.5,41.467638,-73.387889,9,CT,Connecticut,N,,203,BROOKFIELD,BROOKFIELD CENTER,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,N,664,7351,64100,272305, ,0,0,0,0,0,899152,0,5,1247.6,6323,669,7846,V20081, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20082,17704,20.29,0,,Brookfield,Brookfield Center,442,5460,447,9,1,<2004-10,<2004-10,N,,N,D,80714
6812,P,13951,5146,13509,54,393,177,1,5,72,6963,6988,3.01,229300,84375,37.3,36.6,38,41.487616,-73.482182,9,CT,Connecticut,B,,203,NEW FAIRFIELD,NEW FAIRFIELD,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,214,1502,11517,49443, ,0,0,0,0,0,899152,0,5,1247.6,5067,142,7804,V20419, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20419,15251,19.49,0.32,,New Fairfield,New Fairfield,542,4719,0,9,1,<2004-10,<2004-10,B,,Y,D,81666
6813,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3948,-73.4544,9,CT,Connecticut,Z,,203,DANBURY,DANBURY,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,39,596,9041,34407, ,0,0,0,0,0,899152,0,,,0,0,2087,V20151,P,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20151,0,0,0,,Danbury,Danbury,1002,0,0,9,1,<2004-10,<2004-10,P,,Y,C,81666
6814,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3948,-73.4544,9,CT,Connecticut,P,,203,DANBURY,DANBURY,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,Y,0,0,0,0,,0,0,0,0,0,899152,0,,,0,0,0,V20151,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20151,0,0,0,G,Danbury,Danbury,0,0,0,9,1,<2004-10,<2004-10,P,,N,C,81666
6814, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3948,-73.4544,9,CT,Connecticut,N,,203,DANBURY,SHARED ZIP FOR BRM,FAIRFIELD,1,9,5,Y,5602,1930,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Danbury, CT PMSA",Northeast,New England,N,0,0,0,0,,0,0,0,0,0,899152,0,,,0,0,0,V20151,U,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20593,0,0,0,G,Danbury,Shared Zip For Brm,0,0,0,9,1,<2004-10,<2004-10,N,Y,N,C,81666
6820,P,19607,6792,18816,89,429,474,5,8,58,9615,9992,2.95,711000,146755,38,37.3,38.6,41.075974,-73.481568,9,CT,Connecticut,P,,203,DARIEN,DARIEN,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,Y,702,7098,108987,444718, ,0,0,0,0,0,899152,0,4,456.94,6879,631,8081,V20153, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20153,20293,12.85,0.03,,Darien,Darien,251,6374,504,9,1,<2004-10,<2004-10,P,,Y,D,81734
6820, ,19607,6792,18816,89,429,474,5,8,58,9615,9992,2.95,711000,146755,38,37.3,38.6,41.075974,-73.481568,9,CT,Connecticut,N,,203,DARIEN,NOROTON,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,N,702,7098,108987,444718, ,0,0,0,0,0,899152,0,4,456.94,6879,631,8081,V20153, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20453,20293,12.85,0.03,,Darien,Noroton,251,6374,504,9,1,<2004-10,<2004-10,N,,Y,D,81734
6820, ,19607,6792,18816,89,429,474,5,8,58,9615,9992,2.95,711000,146755,38,37.3,38.6,41.075974,-73.481568,9,CT,Connecticut,N,,203,DARIEN,NOROTON HEIGHTS,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,N,702,7098,108987,444718, ,0,0,0,0,0,899152,0,4,456.94,6879,631,8081,V20153, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20455,20293,12.85,0.03,,Darien,Noroton Heights,251,6374,504,9,1,<2004-10,<2004-10,N,,Y,D,81734
6820, ,19607,6792,18816,89,429,474,5,8,58,9615,9992,2.95,711000,146755,38,37.3,38.6,41.075974,-73.481568,9,CT,Connecticut,N,,203,DARIEN,TOKENEKE,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,N,702,7098,108987,444718, ,0,0,0,0,0,899152,0,4,456.94,6879,631,8081,V20153, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20714,20293,12.85,0.03,,Darien,Tokeneke,251,6374,504,9,1,<2004-10,<2004-10,N,,Y,D,81734
6830, ,24552,10525,21458,773,2345,1155,6,29,619,11429,13123,2.43,946000,82285,39.9,38.5,41.3,41.039806,-73.625848,9,CT,Connecticut,N,,203,GREENWICH,BELLE HAVEN,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,N,1663,26407,1253506,3036254, ,0,0,0,0,0,899152,0,4,456.94,10044,1566,11556,V20262, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20040,24406,13.16,0.27,,Greenwich,Belle Haven,0,7752,1608,9,1,<2004-10,<2004-10,N,,Y,D,83060
6830,P,24552,10525,21458,773,2345,1155,6,29,619,11429,13123,2.43,946000,82285,39.9,38.5,41.3,41.039806,-73.625848,9,CT,Connecticut,P,,203,GREENWICH,GREENWICH,FAIRFIELD,1,9,5,Y,5602,8040,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Stamford-Norwalk, CT PMSA",Northeast,New England,Y,1663,26407,1253506,3036254, ,0,0,0,0,0,899152,0,4,456.94,10044,1566,11556,V20262, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20262,24406,13.16,0.27,,Greenwich,Greenwich,0,7752,1608,9,1,<2004-10,<2004-10,P,,Y,D,83060
