ZipCode,PrimaryRecord,Population,HouseholdsPerZipcode,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,MedianAge,MedianAgeMale,MedianAgeFemale,Latitude,Longitude,Elevation,State,StateFullName,CityType,CityAliasAbbreviation,AreaCode,City,CityAliasName,County,CountyFIPS,StateFIPS,TimeZone,DayLightSaving,MSA,PMSA,CSA,CBSA,CBSA_DIV,CBSA_Type,CBSA_Name,MSA_Name,PMSA_Name,Region,Division,MailingName,NumberOfBusinesses,NumberOfEmployees,BusinessFirstQuarterPayroll,BusinessAnnualPayroll,BusinessEmploymentFlag,GrowthRank,GrowingCountiesA,GrowingCountiesB,GrowthIncreaseNumber,GrowthIncreasePercentage,CBSAPopulation,CBSADivisionPopulation,CongressionalDistrict,CongressionalLandArea,DeliveryResidential,DeliveryBusiness,DeliveryTotal,PreferredLastLineKey,ClassificationCode,MultiCounty,CSAName,CBSA_Div_Name,CityStateKey,PopulationEstimate,LandArea,WaterArea,CityAliasCode,CityMixedCase,CityAliasMixedCase,BoxCount,SFDU,MFDU,StateANSI,CountyANSI,ZIPIntroDate,AliasIntroDate,FacilityCode,UniqueZIPName,CityDeliveryIndicator,CarrierRouteRateSortation,FinanceNumber
6602,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1738,-73.1965,9,CT,Connecticut,Z,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,9,358,2474,10182, ,0,0,0,0,0,899152,0,,,0,0,0,V20069,P,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,0,0,0,,Bridgeport,Bridgeport,0,0,0,9,1,<2004-10,<2004-10,P,,Y,C,80578
6604,P,30715,11890,13572,8190,9954,1777,34,204,4920,15047,15668,2.61,130500,31344,29.8,28.5,31.1,41.183653,-73.2099,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,613,9823,102980,394588, ,0,0,0,0,0,899152,0,4,456.94,10747,921,11666,V20069, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,28049,3.27,0,,Bridgeport,Bridgeport,0,6300,3733,9,1,<2004-10,<2004-10,P,,Y,D,80578
06605,P,23435,9266,10534,6831,7890,1030,61,156,3477,11466,11969,2.71,131400,32419,29.5,28.4,30.5,41.162298,-73.216444,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,338,4696,44051,195455, ,0,0,0,0,0,899152,0,4,456.94,8437,552,10108,V20069, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,22864,2.37,0.08,,Bridgeport,Bridgeport,300,5948,2111,9,1,<2004-10,<2004-10,P,,Y,D,80578
06606,P,42342,16345,22579,12078,9248,1073,22,125,4133,20040,22302,2.7,121200,42798,34.6,32.9,36.2,41.20862,-73.211428,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,668,10975,95633,401985, ,0,0,0,0,0,899152,0,4,456.94,16824,844,18230,V20069, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,45424,5.04,0.1,,Bridgeport,Bridgeport,142,12949,2917,9,1,<2004-10,<2004-10,P,,Y,D,80578
06601,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1667,-73.2054,9,CT,Connecticut,Z,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,28,1320,13861,57738, ,0,0,0,0,0,899152,0,,,0,0,1123,V20069,P,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,0,0,0,,Bridgeport,Bridgeport,846,0,0,9,1,<2004-10,<2004-10,P,,Y,C,80578
06607,P,7600,3058,1072,5289,1867,34,2,36,860,3455,4145,2.83,52800,27899,28.8,27.6,29.9,41.17589,-73.164916,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,158,2215,21809,92440, ,0,0,0,0,0,899152,0,03|04,459.15|456.94,2659,342,4076,V20069, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,7524,1.07,0,,Bridgeport,Bridgeport,0,2339,268,9,1,<2004-10,<2004-10,P,,Y,D,80578
06608,P,13407,4716,4547,3472,8765,250,20,52,4306,6355,7052,3.21,82300,21623,25.8,24.8,26.8,41.188238,-73.180174,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,151,3096,16584,70813, ,0,0,0,0,0,899152,0,4,456.94,4450,391,4990,V20069, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,14284,1.05,0.02,,Bridgeport,Bridgeport,119,3647,696,9,1,<2004-10,<2004-10,P,,Y,D,80578
06610,P,22006,9083,10507,7057,6751,372,9,91,2963,10185,11821,2.52,104200,34715,34.4,32.2,36.6,41.206456,-73.171486,9,CT,Connecticut,P,,203,BRIDGEPORT,BRIDGEPORT,FAIRFIELD,1,9,5,Y,5602,1160,408,14860,,Metro,"Bridgeport-Stamford-Norwalk, CT",New York-Northern New Jersey-Long Island,"Bridgeport, CT PMSA",Northeast,New England,Y,316,7463,71672,305198, ,0,0,0,0,0,899152,0,4,456.94,8809,490,10317,V20069, ,,"New York-Newark-Bridgeport, NY-NJ-CT-PA",,V20069,22198,3.06,0.08,,Bridgeport,Bridgeport,731,6857,1744,9,1,<2004-10,<2004-10,P,,Y,D,80578
43163, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7637,-82.4475,898,OH,Ohio,Z,,740,WEST RUSHVILLE,W RUSHVILLE,FAIRFIELD,45,39,5,Y,1840,,198,18140,,Metro,"Columbus, OH","Columbus, OH MSA",,Midwest,East North Central,Y,0,0,0,0,,0,0,0,0,0,1674589,0,,,0,0,282,X29753,P,,"Columbus-Marion-Chillicothe, OH",,X23215,0,0,0,A,West Rushville,W Rushville,0,0,0,39,45,<2004-10,<2004-10,N,,N,C,387294
43163,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7637,-82.4475,898,OH,Ohio,Z,W RUSHVILLE,740,WEST RUSHVILLE,WEST RUSHVILLE,FAIRFIELD,45,39,5,Y,1840,,198,18140,,Metro,"Columbus, OH","Columbus, OH MSA",,Midwest,East North Central,Y,0,0,0,0,,0,0,0,0,0,1674589,0,,,0,0,282,X29753,P,,"Columbus-Marion-Chillicothe, OH",,X29753,0,0,0,,West Rushville,West Rushville,0,0,0,39,45,<2004-10,<2004-10,N,,N,C,387294
02128,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3,-71,898,MA,Massachusetts,Z,W RUSHVILLE,740,WEST RUSHVILLE,WEST RUSHVILLE,FAIRFIELD,45,39,5,Y,1840,,198,18140,,Metro,"Columbus, OH","Columbus, OH MSA",,Midwest,East North Central,Y,0,0,0,0,,0,0,0,0,0,1674589,0,,,0,0,282,X29753,P,,"Columbus-Marion-Chillicothe, OH",,X29753,0,0,0,,Boston,West Rushville,0,0,0,39,45,<2004-10,<2004-10,N,,N,C,387294
